content,device,like,rcount,ctime,avatar,level,sex,sign,uname,mid,oid,diag
孩子们不用担心，我在尝试应聘成为他的直升机驾驶员,,3928,73,,https://i1.hdslb.com/bfs/face/b53710c2fd1518ef04e94a29249973e43228468e.jpg,5,保密,,佐巴佯,1841491669,1950778141,原评论
孩子们，我会战胜哟西回到你们身边的,,1523,33,,https://i1.hdslb.com/bfs/face/890546709bb6b9435ca1c8301f50fd506b25ff84.jpg,6,保密,你见过凌晨的洛杉矶吗,节奏医师,187802566,1950778141,原评论
梅西这个视频三赢，没有道歉，梅结晶觉得自己的哥哥守住了底线，他并没有做错什么，不道歉太对啦，然后自我安慰自我感动。梅黑可以揪着没有道歉这件事情大做文章，各种才华横溢的段子满天飞。而我这样的乐子人手里的瓜越来越香。所有人没有受伤的世界达成了，他真的，我哭死,,425,16,,https://i2.hdslb.com/bfs/face/83b46ac70a64328576c0b709a24250b7fe20d542.jpg,6,保密,,咔嚓很深,4172426,1950778141,原评论
480p？ai合成的吗？,,1064,6,,https://i1.hdslb.com/bfs/face/4a0dbfee574693818f12cd0b77b9c92f5ec04bb9.jpg,6,保密,你好（杰哥音）,帝御江山,29018272,1950778141,原评论
好像是ai呦[吃瓜],,1083,14,,https://i0.hdslb.com/bfs/face/090fb67fdcc93937b8b97a6b12d55a42d02998b6.jpg,4,男,别来对线了，没意思,别对线了没意思,479006172,1950778141,原评论
我说一点，那些换头卖片的技术都比你们请的好[吃瓜],,33,1,,https://i1.hdslb.com/bfs/face/de700b3399d6398c1cab399aa4247fb6021020c6.jpg,4,保密,,亚伯拉罕-lk,1027271032,1950778141,原评论
看哟西的胡子忽有忽无，你就知道这是AI哟西啦~哟西，高科技鸭~[藏狐][doge],,503,2,,https://i1.hdslb.com/bfs/face/a3ab6a0c7bed232c8ee5f49d9c167387ce01646f.jpg,6,保密,往事暗沉不可追，来日之路光明灿烂。,特立独醒的猫先森,357773251,1950778141,原评论
里奥 · AI · 呦西,,583,6,,https://i0.hdslb.com/bfs/face/ff67a91ea14efe5da3f3a28bebaf96f6fc42b6d2.jpg,5,保密,,BlackYoung7,524281215,1950778141,原评论
不愧是真正的球王！道歉都是有前瞻的，而且只给我们中国球迷看，外国人都不配看，想看只能来微博，ins上不给看！而且为了表示诚意专门扒出了他婆婆时期的480p高清相机录制视频，伟大！无需多言！,,43,2,,https://i1.hdslb.com/bfs/face/9fc571106cfa4cf3ec0d10b636238700d278010d.jpg,4,男,"怎么都坐着？那我上机了
可用点数:7
解小黑屋个人群
935886958",Yume_15mins,1353840124,1950778141,原评论
我好心好意骗你们，你们为什么不相信我,,21,1,,https://i2.hdslb.com/bfs/face/c70b3e1a86c45d17d73dd9dc944ae512de8a2155.jpg,5,男,wubalubadubdub,摩羯座的外星人,519552284,1950778141,原评论
这是我在微博上找到的😂😂😂,,115,13,,https://i1.hdslb.com/bfs/face/eb101ef90ebc4e9bf79f65312a22ebac84946700.jpg,5,保密,,是多少啊啊啊,1119360100,1950778141,原评论
翻译总结：我还是想继续在中国赚粉丝的钱！,,17,1,,http://i1.hdslb.com/bfs/face/fb4ddc76ee9beed450f6589d8122e1a2ff507bf3.jpg,5,女,哈哈哈哈哈,芋头yawaya,428299210,1950778141,原评论
梅西回应视频画质甚至不如我十多年前看的小日本小黄片[笑哭]懂了，梅西不如av女优[妙啊],,6,0,,https://i0.hdslb.com/bfs/face/e214a12aef8d30c00c9cedbb3efc0270a4877279.jpg,6,保密,,joker-JKlove,221768412,1950778141,原评论
给各位翻译一下：求大家原谅，因为我不希望失去中国的市场[doge],,13,3,,https://i0.hdslb.com/bfs/face/6ed0889d341493be78f7fddbe4d53c4de898606c.jpg,5,女,没必要关注我的~个人Q群：807489468,槿沐沐猫猫,491653578,1950778141,原评论
看到1080p买不起蚌埠住了[笑哭],,136,3,,https://i0.hdslb.com/bfs/face/9dde86e10c839f750a20cc387f95ec9decd05de7.jpg,5,男,听戏时要点最红的名伶，遛鸟是要买最贵的画眉,三月四的崽,521740947,1950778141,原评论
破案了道歉视频是ai合成的[笑哭],,545,4,,https://i0.hdslb.com/bfs/face/4c9cf96d106805adcfeabdc4d35512fff1a429fe.jpg,6,男,。。。。。。。。。,博氺233,181460700,1950778141,原评论
ai合成的，应该是给梅结晶看的吧[笑哭],,34,1,,https://i0.hdslb.com/bfs/face/9c66029240900e0ddbc8cc62e6e7b42943260aff.jpg,5,男,“爱意随风起，风止意难平”,thinkof0831,254730081,1950778141,原评论
呦西,,6,0,,https://i0.hdslb.com/bfs/face/17cc744dcecef88d2398bfc6ee18c563d3a6f7f7.jpg,6,保密,,強顏歡笑--,297625578,1950778141,原评论
就我一个人觉得视频里呦西动作神态好像伪人吗，跟ai一样[思考],,209,11,,https://i1.hdslb.com/bfs/face/8939ec8200fea5422876869700829acd05baf83f.jpg,6,男,想成为艺术家,阿信不做白日梦,278989096,1950778141,原评论
其实我还是挺喜欢吆西的，因为我们有个共同的特点，就是都看不起吆西球粉,,5,0,,https://i0.hdslb.com/bfs/face/81bc33d5722e94d914ab3d6b25ea0cbf59a7f526.jpg,4,女,,泠音cck,414678321,1950778141,原评论
感觉没什么热度了，这样挺好，就让他默默的死去吧,,7,1,,https://i2.hdslb.com/bfs/face/54ab2538d37d3c4f87355f6457cb2bcc52f5f8dc.jpg,6,男,已有的事后必再有，已行的事后必再行,队长别开枪是我pia,19667825,1950778141,原评论
这几天头条不都是哟西道歉吗[笑哭]只能说哟西公关团队花的钱真多,,0,0,,https://i0.hdslb.com/bfs/face/a76bdca75d3f5d9f5d071cef8382311f281752d1.webp,6,男,"梦想当一个会说唱的中二少年
网易云音乐/QQ音乐：Revice田璧宁",ReviceTIAN,12152169,1950778141,原评论
够了！😡大家别骂梅西了，梅西只是回了故乡而已，这波我站梅西脸上，我永远是他的偶像，无论你们怎么骂他我都支持你们，梅西只是做错了事，又不是做对了人,,3,2,,https://i0.hdslb.com/bfs/face/6ca03b5bee066f7167380dc663603ded2bc6d204.jpg,2,保密,心死，生活却死死紧咬着你的肉体。本想摆烂一生，却要守护一世。我背着整个雨天，希望有人给我一把伞，可身边早已无人。,抱着空白的书,3546610761993030,1950778141,原评论
查重率百分之380％,,0,0,,https://i1.hdslb.com/bfs/face/6c04091cc7f71d97698493fbaea87132cb06408b.jpg,4,保密,欺名盗世AI梅西,里昂梅斯,648678409,1950778141,原评论
厚葬友军,,0,0,,https://i1.hdslb.com/bfs/face/ff78c70f37146293385aa222893dc6b438b49cd4.jpg,2,保密,,今天生吃蓝某人,3546378917644855,1950778141,原评论
事件已经半个月了吗，时间过得真快,,3,0,,https://i0.hdslb.com/bfs/face/915ece542eabea9ec0ad859b71752d6b67ed23e7.jpg,6,男,,红右手_,10846776,1950778141,原评论
A I草,,2,0,,https://i1.hdslb.com/bfs/face/b0f0994c27b15abc0a53b6b86f7bfd91d2ff7365.jpg,5,男,Serve The Light,三水大魔王哇,44156785,1950778141,原评论
00:15 纯黑色眼球，双眼无神，先被夺舍了一样，去了趟日本就是不一样了[doge],,55,4,,https://i0.hdslb.com/bfs/baselabs/15439a96bbe7867a317a4ac4b3414942941979a4.png,6,男,"发布关于键盘的一切视频都仅供参考。
勿喷，勿杠，毕竟你说的都对，摇了我吧～",Mircn,17167101,1950778141,原评论
视频是ai合成的，那什么肩膀阴影胡子变形不太容易发现的就不说了，最明显的就是全程说话都没有露牙齿,,4,0,,http://i0.hdslb.com/bfs/face/06bef60540e03c5c078f882503f9359699741af7.jpg,6,男,某act的up主哒～视频做的很菜的，不喜勿喷QAQ,逍刘卡姆依,109218806,1950778141,原评论
你可以看看他视频里面前后胡子都不一样，明显是用巴黎那段时间的ai合成的，除非他作为一个人类，可以在几秒之内长出或者消失一片胡子,,5,0,,https://i0.hdslb.com/bfs/face/ace100a1c994151177c35f97f7a66268807dd4be.jpg,5,女,提希尔–亚特莱,珐鲁鲁,500361996,1950778141,原评论
樱花妹给整舒服了,,1,0,,https://i2.hdslb.com/bfs/face/f57c824b598f60f8d631bdd178c7da2fc2cfbc68.jpg,5,保密,,轩仔523,449680259,1950778141,原评论
是的，在中国时病的严重，到日本立马就好了[doge],,7,1,,https://i2.hdslb.com/bfs/face/6b0b7fb24ed5a67354c3348e518d37135f965c25.jpg,5,男,大家好，这里是碳酸猫,H2CO3Cat,1481292056,1950778141,原评论
核辐射进化了[doge],,1,0,,http://i1.hdslb.com/bfs/face/976481c5dc815d652992de49816c2964d7099c54.jpg,6,男,看学听,从不回头看到boom,15635860,1950778141,原评论
因为用ai做一个4K视频，以现在的AI算力要做好久，现在还赶不出来,,46,4,,http://i1.hdslb.com/bfs/face/6a146eab87aa8f65dda64ecc30f22f768837f1b9.jpg,5,男,理性，客观，不中立,刀可特硬,457667839,1950778141,原评论
回复 @大雪深埋 :算力确实不够，要不然你以为为什么sora的小样都只有一分钟,,5,0,,http://i1.hdslb.com/bfs/face/6a146eab87aa8f65dda64ecc30f22f768837f1b9.jpg,5,男,理性，客观，不中立,刀可特硬,457667839,1950778141,原评论
可能480是免费的，高清要开会员,,5,0,,https://i0.hdslb.com/bfs/face/6504f5ce47d4195b4518a8866cdb41b6f8452591.jpg,6,男,,大雪深埋,272051751,1950778141,原评论
正确的,,0,0,,https://i2.hdslb.com/bfs/face/cdd1d851036cb2c7f57728f2febab1738192250d.jpg,5,男,"恭喜张三，顺利过关
俗话说得好：俗话说得好。
今宵酒醒何处？杨柳岸，晓风残月。",凉拌豇豆炒肉丝,1404249584,1950778141,原评论
高级AI，里奥哟西(冰红茶也干了),,87,0,,https://i0.hdslb.com/bfs/face/1a67a662e0946f55c898e913a2849299ecf2d480.jpg,4,保密,你,喜欢古关忧,3493131240606270,1950778141,原评论
微信的逆天评论，看看怎么[微笑][微笑],,3,3,,https://i0.hdslb.com/bfs/face/member/noface.jpg,3,保密,,御坂御坂642730,3494364158364441,1950778141,原评论
只用保留两个感叹号后面四个字，症后面都不需要了,,0,0,,https://i2.hdslb.com/bfs/face/8968d0ba84eb866033b01aca155aaa801aa2ae43.jpg,6,保密,Ajax de beste! ,bili丶刻刀系鱼尾,2837558,1950778141,原评论
不敢在v信里和他们对线[酸了][酸了],,0,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,3,保密,,御坂御坂642730,3494364158364441,1950778141,原评论
草，血压上来了[辣眼睛],,0,0,,https://i1.hdslb.com/bfs/face/dea9cbd81a4caa8cf9a7200b73b4bf00b6a90ba1.jpg,4,男,偷看我界面被抓住了吧,赵者,499117648,1950778141,原评论
"所以说，《互联网没有记忆》：
    汶川地震c罗赠送前面衣服赈灾，梅西说“地震与足球无关”。
   几年后日本地震，梅西直接300w欧元捐过去。
   去年年底阿根廷米莱瞎搞，精神领袖梅西也没站出来，本国人民都不管的人，还能指望？
  不要因为国足弱就盲目崇拜别人，至少，你有强大的祖国[打call]。近日天寒，望诸位多加保暖  00:07",,62,6,,https://i0.hdslb.com/bfs/face/dd934d26da00face5f5fa01dce5178e7c0b91169.jpg,6,保密,"我向来与世无争，喜欢偏僻的角落。      
                                 ——氤氲百之合
      ",青春的独角戏,183896298,1950778141,原评论
不知道这些事情，以前我虽然不看球，但是挺喜欢梅西的(可能就像有人说的，营销的好，但我确实不知道为什么喜欢他)，经过今年这件事后，他在我心中的形象就彻底崩塌了[笑哭][笑哭],,1,0,,https://i0.hdslb.com/bfs/face/95880503eca2fad40d1313f588a24ed8c198d271.jpg,5,男,,爱吃白幺幺,57910743,1950778141,原评论
回复 @布拉巴拉拉 :没事，咱就是楼主[tv_doge]，这人可能反串的，估计回到了也没什么用(=_=),,0,0,,https://i0.hdslb.com/bfs/face/dd934d26da00face5f5fa01dce5178e7c0b91169.jpg,6,保密,"我向来与世无争，喜欢偏僻的角落。      
                                 ——氤氲百之合
      ",青春的独角戏,183896298,1950778141,原评论
回复 @青春的独角戏 :哥们，你没回复到人，你回复到楼主了,,0,0,,https://i0.hdslb.com/bfs/face/fb4becf42dd60f26194b38077c0ee6810e726490.jpg,5,保密,,布拉巴拉拉,319111713,1950778141,原评论
这个当时在微博的回应就像是中国好声音的中国蓝tv在微博上说自查以后发布的微博在下面的评论一样，下面的评论也是同时零秒无时差的，就直接发布了一堆评论……全都是较好的，说要怎么怎么样，好好调查一下，有问题解决，没问题为自己证明清白的就很有意思很有趣[OK]感觉是我们赢了，但事实上应该是我们的什么已经被人家掌握了拿捏了好吧,,2,0,,http://i0.hdslb.com/bfs/face/member/noface.jpg,6,男,,22330313066_bili,378878352,1950778141,原评论
哟西会分身术[星星眼],,67,0,,https://i1.hdslb.com/bfs/face/870eb4601088e1da5b05a4024ba562c4bc440c28.jpg,5,保密,放飞自我,白夜凛香,302470666,1950778141,原评论
前轱辘不转，后轱辘转思密达，听不懂思密达,,4,0,,https://i1.hdslb.com/bfs/face/d629373c79e7d7d3e768f0483d9e7bf08eda9ee0.jpg,5,保密,ⓘ该账号封禁中,似人干嘛,440523637,1950778141,原评论
"🟦⚪🟦⚪🟦⚪🟦
🟦⚪🟦⚪🟦⚪🟦
🟦⚪🟦⚪🟦⚪🟦
🟦⚪🟦10🟦⚪🟦
孩子们，这并不好笑。[笑哭][笑哭]
现在的我是最好的呦西[笑哭]",,7,0,,https://i1.hdslb.com/bfs/face/15d225620995fa10c7b4778fd6dffbedaa5a4dfa.jpg,6,男,"bilibili评论区up主
你好我是一哥，励志做评论整个b站视频的男人，不管你讨不讨厌我，都要记得每天开心哦
",B站评论区一哥,1698417787,1950778141,原评论
【李老八声明漏洞百出？梅西立马拷打 AI李老八-哔哩哔哩】 https://b23.tv/Mo7IqxJ 哈哈哈最狠的活,,6,0,,https://i2.hdslb.com/bfs/face/02c62a882f4e038a253e0541f40414e7c870ca4f.jpg,5,保密,,不受欺负的翔太,390571976,1950778141,原评论
狸嗷呦西都道歉了你们还想怎样？[笑哭],,207,13,,https://i0.hdslb.com/bfs/face/c0a3afa06bb2282f87e3da7b2f5eeab9e0d7d4fb.jpg,5,男,一个路过的普通06玩家（已淡游）,柏泽燕zky,454091253,1950778141,原评论
回复 @哟西囚王PESSI :直钩都能上,,5,0,,https://i0.hdslb.com/bfs/face/9e8960f13be74e372e9403b4f7c24ae8c9c67847.jpg,4,男,"想跟我van什么游戏都可以私信我o
",爱玩pvz的小火豆,1969723212,1950778141,原评论
回复 @爱玩pvz的小火豆 : 没绷住,,4,0,,https://i2.hdslb.com/bfs/face/ec7d760dd5b9d0770e2984d06915f9ffc90631ac.jpg,4,男,awa,一只IKUN球,1847959901,1950778141,原评论
不是儒奥呦西？,,3,0,,https://i0.hdslb.com/bfs/face/8ba77bfa95471401ce8401dc9475c585246798bc.jpg,6,保密,四川梅西也干了,儒嗷呦西,386445279,1950778141,原评论
这就跟C罗去日本的时候一模一样，C罗当时也是拒绝上场，为什么呢[呲牙],,4,2,,https://i2.hdslb.com/bfs/face/c18b93ef8996ce0ac7f17c8c310edf4159afad0f.jpg,4,保密,,撒旦男婴-Stewie,3461563725908729,1950778141,原评论
因为你这头蠢猪太蠢啊，C罗和棒子可是02就有仇，葡萄牙黄金一代被02世界杯棒子黑出局不知道？怎么你家梅太君和中国人也有仇？有你这种贱骨头舔狗还能有仇？,,0,0,,https://i1.hdslb.com/bfs/face/b0b50c34702d5c03ab5703ab05f74466d178108e.jpg,2,保密,,十日终焉__,3546600378993322,1950778141,原评论
c罗还想吃中国的饭,,0,0,,https://i2.hdslb.com/bfs/face/8316f505616a3865b62593535d33a96e0b464174.jpg,5,女,,旋转的月光,362933033,1950778141,原评论
梗百科下方评论,,9,1,,https://i0.hdslb.com/bfs/face/member/noface.jpg,2,保密,,馍夹菜与香菇酱,3546617403673072,1950778141,原评论
反串的哥们,,1,0,,https://i0.hdslb.com/bfs/face/2787d8d1426c26d419dc488770e4c865cf62d8d6.jpg,3,男,用心了，兄弟,昊丿我从为离去,2014975416,1950778141,原评论
这不是ai合成的吗,,2,0,,https://i1.hdslb.com/bfs/face/d105664e8de75c2c91b0a39da7b95e5f3d7144f6.jpg,5,男,,玄斩,526501051,1950778141,原评论
[doge]《九点准时发》,,27,0,,http://i0.hdslb.com/bfs/face/member/noface.jpg,6,保密,,我是荷包蛋,2665567,1950778141,原评论
哟西[星星眼],,2,0,,https://i0.hdslb.com/bfs/face/faff3402b98e86bafe5b9f8ca1f053d9d7120f9e.jpg,5,保密,,bili_420445428,420445428,1950778141,原评论
我没有错,,2,0,,https://i2.hdslb.com/bfs/face/77083045a189b65b8090c687adb272d8563107d6.jpg,4,女,哼哼哼哼啊啊啊啊啊啊啊啊啊啊114514哼哼啊啊啊啊啊哼啊啊啊啊啊啊,梅木的呦西,2099136602,1950778141,原评论
那些黑梅西的人真的挺可怜，明明被当枪使却还自以为正义,,2,0,,https://i1.hdslb.com/bfs/face/c213b01ccd386ae71b1d20389d8099c6eaab6079.jpg,5,男,,墨语成风lei,21524374,1950778141,原评论
我没想到阿秀这么宠粉，说做他就做了[打call][打call][打call],,15,1,,https://i0.hdslb.com/bfs/face/4dcf9041a7841f0d12c08c0f66a37dce2706689f.jpg,3,保密,,快不过1557,3494378265905286,1950778141,原评论
最支持的一集，全世界都是巨大的罗杰金[doge],,0,0,,https://i1.hdslb.com/bfs/face/9246a648710427dd88ca55f9873c2055d4620e73.jpg,5,保密,环境变了，跟风的人多了，脑子好的人少了,卿厶,375487729,1950778141,原评论
孩子们，我们这说缺一位囚王goat[微笑],,4,2,,https://i2.hdslb.com/bfs/face/67469303c572348eb42bcf68928687f83f47a776.jpg,5,男,,司马缸装大象,574644818,1950778141,原评论
智齿,,0,0,,https://i2.hdslb.com/bfs/face/19ee1b5975969a47ba085cd1f628d86a479b9950.jpg,4,保密,沧海玉田珠有泪,荏它奚落,1270056014,1950778141,原评论
要不你进去？,,0,0,,http://i1.hdslb.com/bfs/face/1e83870895b4802efdacffd28bc44b05eca2f28e.jpg,5,保密,~快乐一点不好么,迟小葵,9853751,1950778141,原评论
"绝对没有记错，里奥哟西在香港说股沟受伤不能上场比赛，原来里奥哟西你还是一个朱儒萝莉啊
。里奥哟西看到日本情郎瞬间治愈，这就解释清楚了为什么里奥哟西在日本非常精神
牢大和牢师都去了应该去的地方，三缺一斗地主👲，真是期待哟西也去，一家人就是要团团圆圆。",,74,3,,https://i1.hdslb.com/bfs/face/37e5a190095cfb1d4b6950b8103086cf566563d8.jpg,4,男,,银河第一帅1111,3493088479676728,1950778141,原评论
会活的😡😡😡😡,,3,0,,https://i2.hdslb.com/bfs/face/c877916ed3f180dc6a6af9ba1c0bffe2666b632f.jpg,4,保密,,林林林sow,1101779861,1950778141,原评论
"日本娘们多
对日本态度好点懂吧
里奥，哟西",,1,0,,https://i0.hdslb.com/bfs/face/8ad13261d4b0a524ed6fb4fc1029b3f700e1a8b8.jpg,5,保密,ggggg......唠嗑群:532785134,樱花SemiMute,401749611,1950778141,原评论
其实就算这样也最好别人身攻击,,0,0,,https://i1.hdslb.com/bfs/face/12925683b588c63ef58fb42f5dff802e59511715.jpg,5,男,,老兵不是新兵,1083573253,1950778141,原评论
"近期激活码：
龙年添好运
辞旧迎新过龙年
其乐龙龙
龙贺新春
黄盖666
于吉666
星周不疑666
界魏延666
袁神启动666
八神将888",,3,0,,http://i0.hdslb.com/bfs/face/f9666c4ee1d3aa678962d137a2f07781a75690a4.jpg,5,保密,,卖地瓜的番薯佬,476246250,1950778141,原评论
作为一个摄影师，我表示他那个胡子根本不可能是光照导致的时隐时现，就是AI作画导致的错误,,5,0,,https://i1.hdslb.com/bfs/face/50f312bdfc9fe3147fcd3a3f84c62a58bbc10e85.jpg,4,男,【男V】一棵明朝的松树，希望给大家带来欢乐,雪松Pine,3494380784584873,1950778141,原评论
@我爱化学爸爸 [尴尬],,2,1,,https://i2.hdslb.com/bfs/face/8a55dd341cdf02735299c513b7ce5e51cd70bcd4.jpg,4,保密,,野-bf,1313331494,1950778141,原评论
呦西,,2,0,,https://i1.hdslb.com/bfs/face/8ea2a38c8103d5aa0ff1c7d97a16deebf73ae777.jpg,2,保密,,我爱化学爸爸,3494376154073404,1950778141,原评论
伤不伤不评价，就全程黑脸绕着走不讲话不拍照不与粉丝互动这个洗不了一点。,,2,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,5,男,,bili_99251832273,454866028,1950778141,原评论
日本不愧是环保大国，呦西一下飞机毛病就好了,,4,0,,https://i0.hdslb.com/bfs/face/f439a7abcd842bb0043475753807b8688224cc38.jpg,6,男,,嗡嗡嗡欧萨斯,270331584,1950778141,原评论
怎么感觉像李佳琦,,19,0,,https://i1.hdslb.com/bfs/face/364ec12e98bd8abcebd8afbc75deec06e0443744.jpg,6,男,只想永远和你在一起,乐于哀,252729358,1950778141,原评论
呦西你不论怎么样，我都会支持别人的,,5,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,2,保密,,青龙出江,3546601807154102,1950778141,原评论
"评论区的真是要笑死我了，说什么梅西塌房了，你有真正了解过梅西吗？
知道梅西一生拿过多少成就吗，拿过多少冠军
你们不要把一个人的成就和他的人品相比，因为两者没有可比性，成就固然重要，但人品更重要
对此我想说的是
梅西，无论他们怎么黑你，我永远支持他们",,5,1,,https://i1.hdslb.com/bfs/face/b2a514f57a37bf521ddfbd02805ec6c3ffc92019.jpg,5,保密,我累哇刚大木,Fennec_EK,1309406821,1950778141,原评论
[哦呼],,0,0,,http://i0.hdslb.com/bfs/face/member/noface.jpg,5,保密,,潇洒Balabala,325895154,1950778141,原评论
不要被梅西带偏关注点，731好不容易热度上来了，结果梅西就弄这么一出，还是针对于中国和日本的，不能不警惕这种情况,,2,0,,https://i2.hdslb.com/bfs/face/fb2dbe775c28ecf629173cf50cfbe7df6e644d63.jpg,5,男,“让人类时刻保持理智，的确是一种奢望”,瑟瑟发抖的Siri,455274995,1950778141,原评论
梅西？呦西[doge],,2,0,,https://i0.hdslb.com/bfs/face/573ca3ef4a951da0a77b309337f7e21d550ff53a.jpg,4,保密,,敢色儿,1912434516,1950778141,原评论
孩子们不用担心，我已经把梅西的头像给撕了,,1,1,,https://i2.hdslb.com/bfs/face/de427bafd557d7017e63e9036b8d82c4a217f55d.jpg,4,男,求大家关注 ，我会互关 互赞 我发现秒回复 ,朙铭同学,3493280138398649,1950778141,原评论
6,,0,0,,https://i2.hdslb.com/bfs/face/de427bafd557d7017e63e9036b8d82c4a217f55d.jpg,4,男,求大家关注 ，我会互关 互赞 我发现秒回复 ,朙铭同学,3493280138398649,1950778141,原评论
"背后团队谁给的道歉稿啊，错误太多了
我来写一个：
ごめんなさい、本当にすみません",,6,0,,https://i2.hdslb.com/bfs/face/dfe77fd9fb029011dbdde35e6960f652ead8ee84.jpg,5,保密,人生如戏，戏如人生，红尘不渡苦难人，今朝有酒今朝醉，今夕梦惜明月昔，戏里戏外终无奈。,红尘太平人,1964974232,1950778141,原评论
没事，子孙会洗地的[吃瓜],,1,0,,https://i1.hdslb.com/bfs/face/2983529588b0c3dc9099c7450006fd1b85a5c9c0.jpg,5,保密,迷,中华田园犬家的雲岭儿,624383833,1950778141,原评论
致敬AI艾弗森，科密和詹密就别碰瓷了,,1,0,,https://i2.hdslb.com/bfs/face/d0fcbb1a0dcd10f7e8840a187078552f6847a126.jpg,6,男,听说我这个人很神秘，什么都没写。,周二枣,38559581,1950778141,原评论
吓我一跳我释放忍术🥷,,1,0,,https://i0.hdslb.com/bfs/face/7ba2d7c83506bc267731d1e9b975b02b3c5ecdb6.jpg,3,保密,23年8月24日，是小题大做还是怎样，不定以后是Counter Attack-Sea，未来的事谁说得准呢.现实才是最“精彩”荒诞的小说,23年8月24日本排放核污,3546380150770056,1950778141,原评论
小吆西,,1,0,,https://i1.hdslb.com/bfs/face/6f5278098436e5d25ea212464f391009424d7401.jpg,5,保密,冲了你！！,大佬耿666,104382553,1950778141,原评论
国内没梯子上不了外网，所以不发在微博发哪里[辣眼睛],,1,2,,https://i1.hdslb.com/bfs/face/45dd602dd498dc42683dd207cd2945204d624529.jpg,4,保密,tim,deadcat1024,1038275995,1950778141,原评论
儒西ins和x上发的都是假的是吧[嗑瓜子],,0,0,,https://i0.hdslb.com/bfs/face/96d96dc34fe642f614ee18fafd00fb62db62a933.jpg,5,保密,跟我念，日本自卫队下等兵，里奥•呦西，出列！罕见们别破防哦,里奥-_-哟西,352169856,1950778141,原评论
[doge]那行，aha  海豚  猎豹，这三个不要钱上不了外网？不存在的。,,0,0,,https://i0.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg,6,保密,,3900828246,242905806,1950778141,原评论
孩子们，我真的知道错了,,1,0,,https://i1.hdslb.com/bfs/face/45458127a5fb42ec269e9420dc2fdb2775ad7b99.jpg,5,保密,,里奥呦西114514,86020720,1950778141,原评论
四川梅西也干了,,1,0,,https://i0.hdslb.com/bfs/face/8ba77bfa95471401ce8401dc9475c585246798bc.jpg,6,保密,四川梅西也干了,儒嗷呦西,386445279,1950778141,原评论
ai合成？,,1,0,,https://i1.hdslb.com/bfs/face/47d0b71682dde26edfd10849097294dadd4fa495.jpg,4,男,近期要小升初考试，暂不更新视频，暑假继续更新,鹿见树深,1082300563,1950778141,原评论
